transaction_id,customer_id,kyc_verified,account_age_days,transaction_amount,timestamp,is_fraud,hour,day,weekday,channel_atm,channel_mobile,channel_pos,channel_web,avg_txn_per_customer,txns_count_per_customer,amt_deviation,high_amount_flag,is_night,is_weekend
TXN_200071,CUST_742,1,0.21813315490130478,0.03794438779597977,2025-08-13 15:34:41,0,15,13,2,0,1,0,0,79113.375,8,-67209.375,0,0,0
TXN_200072,CUST_267,1,0.4891267982602877,0.053017227556410446,2025-08-07 21:36:20,0,21,7,3,0,0,1,0,23552.222222222223,9,-7338.222222222223,0,0,0
TXN_200073,CUST_747,1,0.17062562730010036,0.2451557169480164,2025-08-23 01:17:43,0,1,23,5,0,1,0,0,51880.0,4,19275.0,0,1,0
TXN_200074,CUST_709,1,0.688859150217464,0.03516063363140835,2025-08-05 01:24:00,0,1,5,1,0,0,1,0,8157.8,10,2950.2,0,1,0
TXN_200075,CUST_393,1,0.5192372030779525,0.038262631048462184,2025-08-07 17:11:45,0,17,7,3,0,0,1,0,73083.0,8,-61088.0,0,0,0
TXN_200076,CUST_565,1,0.5449983271997323,0.07943841186964798,2025-08-25 16:23:23,0,16,25,0,0,1,0,0,80726.6,10,-56957.600000000006,0,0,0
TXN_200077,CUST_162,1,0.16560722649715623,0.02179441702714709,2025-08-09 23:27:39,0,23,9,5,0,1,0,0,8334.0,7,-1048.0,0,1,0
TXN_200078,CUST_216,1,0.6169287387085982,0.021850371884726414,2025-08-20 07:06:27,0,7,20,2,1,0,0,0,31978.923076923078,13,-24676.923076923078,0,0,0
TXN_200079,CUST_541,1,0.9123452659752426,0.017038254132904464,2025-08-22 19:07:55,0,19,22,4,0,1,0,0,21469.5,10,-15543.5,0,0,0
TXN_200080,CUST_660,1,0.2609568417530947,0.012222639202483804,2025-08-19 21:18:31,0,21,19,1,0,1,0,0,76200.26666666666,15,-71651.26666666666,0,0,0
TXN_200081,CUST_575,1,0.2699899631983941,0.028792271403161422,2025-08-24 15:06:59,0,15,24,6,0,1,0,0,80363.18181818182,11,-71076.18181818182,0,0,0
TXN_200082,CUST_413,1,0.3251923720307795,0.03515363927421094,2025-08-09 16:43:23,0,16,9,5,0,1,0,0,9516.777777777777,9,1589.2222222222226,0,0,0
TXN_200083,CUST_458,1,0.343593174974908,0.6362172222127215,2025-08-12 20:54:55,1,20,12,1,0,0,0,1,75602.57142857143,7,107374.42857142857,0,0,0
TXN_200084,CUST_495,1,0.07259953161592506,0.01207226052273937,2025-08-15 17:53:40,0,17,15,4,0,0,1,0,34278.625,8,-29772.625,0,0,0
TXN_200085,CUST_584,1,0.7243225158916026,0.017713209602455073,2025-08-06 12:39:40,0,12,6,2,0,0,0,1,41953.75,8,-35834.75,0,0,0
TXN_200086,CUST_105,1,0.7865506858481097,0.004815614930420659,2025-08-14 05:04:59,0,5,14,3,0,0,1,0,51849.2,5,-49418.2,0,1,0
TXN_200087,CUST_607,1,0.38608230177316827,0.021206891022564178,2025-08-05 16:25:09,0,16,5,1,0,1,0,0,36886.63636363636,11,-29768.63636363636,0,0,0
TXN_200088,CUST_779,1,0.48645031783205084,0.01661509552246082,2025-08-25 06:05:00,0,6,25,0,0,1,0,0,51427.28571428572,7,-45622.28571428572,0,0,0
TXN_200089,CUST_743,1,0.5496821679491468,0.057549571020335775,2025-08-15 00:02:59,0,0,15,4,0,1,0,0,78972.25,8,-61462.25,0,1,0
TXN_200090,CUST_217,0,0.0006691201070592174,0.02384376368598987,2025-08-13 18:17:11,0,18,13,2,0,1,0,0,31177.714285714286,7,-23305.714285714286,0,0,0
TXN_200091,CUST_540,1,0.4128471060555369,0.0591302957469517,2025-08-01 14:46:42,0,14,1,4,0,1,0,0,20875.0,10,-2913.0,0,0,0
TXN_200092,CUST_257,1,0.4570090331214453,0.006606170372959058,2025-08-06 16:44:20,0,16,6,2,0,1,0,0,14787.142857142857,7,-11844.142857142857,0,0,0
TXN_200093,CUST_658,1,0.8270324523251924,0.007767233667730053,2025-08-09 08:45:11,0,8,9,5,0,0,0,1,6499.9,10,-3224.8999999999996,0,0,0
TXN_200094,CUST_512,1,0.9819337571094011,0.052041514727370966,2025-08-17 13:58:23,0,13,17,6,0,1,0,0,33487.7,10,-17552.699999999997,0,0,0
TXN_200095,CUST_251,1,0.12780194044831047,0.008980754641481663,2025-08-02 22:36:43,0,22,2,5,0,0,0,1,24191.625,8,-20569.625,0,1,0
TXN_200096,CUST_771,1,0.5138842422214788,0.028320152292335872,2025-08-12 14:52:09,0,14,12,1,0,0,0,1,8700.0,4,452.0,0,0,0
TXN_200097,CUST_479,1,0.016728002676480426,1.0,2025-08-14 16:22:58,0,16,14,3,0,1,0,0,55158.348750000005,8,231840.44125000003,1,0,0
TXN_200098,CUST_626,1,0.30277684844429575,0.03042895098735668,2025-08-14 03:55:39,0,3,14,3,0,1,0,0,39981.0,8,-30226.0,0,1,0
TXN_200099,CUST_350,1,0.7661425225828036,0.027533287107626613,2025-08-02 15:15:46,0,15,2,5,0,0,0,1,8147.6,5,779.3999999999996,0,0,0
TXN_200100,CUST_341,1,0.7397122783539645,0.00671808008811771,2025-08-04 02:38:16,0,2,4,0,0,1,0,0,52078.555555555555,9,-49103.555555555555,0,1,0
TXN_200101,CUST_469,1,0.4964871194379391,0.031089917742512456,2025-08-16 00:25:26,0,0,16,5,0,1,0,0,9991.0,6,-47.0,0,1,0
TXN_200102,CUST_376,1,0.5550351288056206,0.03567821606401711,2025-08-07 11:31:14,0,11,7,3,0,0,1,0,13801.166666666666,6,-2545.166666666666,0,0,0
TXN_200103,CUST_307,1,0.20441619270659084,0.246991735712338,2025-08-04 12:24:09,0,12,4,0,0,0,1,0,22236.25,4,49443.75,0,0,0
TXN_200104,CUST_179,1,0.46738039478086313,0.03019464002124326,2025-08-21 08:32:42,0,8,21,3,0,0,0,1,62296.857142857145,7,-52608.857142857145,0,0,0
TXN_200105,CUST_391,0,0.06992305118768818,0.1066184839388051,2025-08-18 20:22:29,1,20,18,0,0,1,0,0,11304.2,10,20236.8,0,0,0
TXN_200106,CUST_137,1,0.22080963532954165,0.03441923176848229,2025-08-08 13:44:41,0,13,8,4,0,0,1,0,5846.571428571428,7,5049.428571428572,0,0,0
TXN_200107,CUST_321,1,0.907661425225828,0.98523914354236,2025-08-15 22:17:26,0,22,15,4,0,0,0,1,61109.625,8,221668.375,1,1,0
TXN_200108,CUST_773,1,0.24155235864837737,0.07283224149668892,2025-08-24 14:59:18,0,14,24,6,1,0,0,0,44392.142857142855,7,-22512.142857142855,0,0,0
TXN_200109,CUST_354,1,0.18735362997658078,0.023354158682170775,2025-08-14 09:18:55,0,9,14,3,0,1,0,0,12006.2,5,-4274.200000000001,0,0,0
TXN_200110,CUST_691,0,0.9732351957176313,0.017353000206788167,2025-08-11 05:36:07,0,5,11,0,0,1,0,0,79756.98764705882,17,-73740.98764705882,0,1,0
TXN_200111,CUST_494,1,0.5891602542656407,0.05834692774084115,2025-08-10 05:26:18,0,5,10,6,0,0,1,0,10437.0,7,7301.0,0,1,0
TXN_200112,CUST_782,1,0.40013382402141184,0.09438885037912388,2025-08-06 14:07:09,0,14,6,2,1,0,0,0,14071.083333333334,12,13972.916666666666,0,0,0
TXN_200113,CUST_491,1,0.9441284710605553,0.037140036718276974,2025-08-10 01:32:00,0,1,10,6,0,1,0,0,78477.72375,8,-66803.72375,0,1,0
TXN_200114,CUST_713,1,0.20608899297423885,0.030208628735638086,2025-08-16 00:39:32,0,0,16,5,1,0,0,0,35478.75,8,-25786.75,0,1,0
TXN_200115,CUST_467,1,0.1756440281030445,0.6304818493108407,2025-08-24 17:54:13,0,17,24,6,0,0,0,1,58716.625,8,122620.375,0,0,0
TXN_200116,CUST_445,1,0.9829374372699899,0.06459988307533072,2025-08-18 16:01:18,0,16,18,0,0,0,0,1,93260.53222222223,9,-73734.53222222223,0,0,0
TXN_200117,CUST_319,1,0.7450652392104382,0.02790748521768835,2025-08-19 06:52:02,0,6,19,1,0,0,1,0,58239.666666666664,9,-49205.666666666664,0,0,0
TXN_200118,CUST_290,1,0.02040816326530612,0.014565748863618042,2025-08-06 17:10:53,0,17,6,2,0,0,0,1,50304.0,6,-45085.0,0,0,0
TXN_200119,CUST_106,1,0.5831381733021077,0.021846874706127707,2025-08-06 22:18:23,0,22,6,2,0,1,0,0,60061.5,8,-52760.5,0,1,0
TXN_200120,CUST_471,1,0.6998996319839411,0.02620785641871635,2025-08-03 05:33:40,0,5,3,6,0,1,0,0,35167.125,8,-26619.125,0,1,0
TXN_200121,CUST_446,0,0.5791234526597524,0.055759015577797374,2025-08-15 12:51:39,1,12,15,4,0,1,0,0,63747.36363636364,11,-46749.36363636364,0,0,0
TXN_200122,CUST_488,1,0.00669120107059217,0.029376300229145627,2025-08-19 17:01:06,0,17,19,1,0,0,1,0,11294.538461538461,13,-1840.538461538461,0,0,0
TXN_200123,CUST_416,1,0.34593509534961525,0.015331630976735053,2025-08-10 05:56:51,0,5,10,6,0,0,1,0,28383.444444444445,9,-22945.444444444445,0,1,0
TXN_200124,CUST_676,1,0.4416192706590833,0.0147266190791586,2025-08-16 23:05:05,0,23,16,5,0,1,0,0,29520.545454545456,11,-24255.545454545456,0,1,0
TXN_200125,CUST_422,1,0.3713616594178655,0.047673538657584905,2025-08-05 02:30:55,0,2,5,1,1,0,0,0,31175.444444444445,9,-16489.444444444445,0,1,0
TXN_200126,CUST_522,1,0.8126463700234192,0.7355790605592079,2025-08-22 05:37:42,0,5,22,4,0,0,0,1,51006.2,5,160382.8,0,1,0
TXN_200127,CUST_637,1,0.7189695550351288,0.08563541234655822,2025-08-08 06:17:33,0,6,8,4,0,0,1,0,11343.5,10,14197.5,0,0,0
TXN_200128,CUST_654,1,0.8969555035128806,0.05606327011588495,2025-08-02 15:38:42,0,15,2,5,0,1,0,0,54234.25,8,-37149.25,0,0,0
TXN_200129,CUST_455,1,0.5045165607226497,0.0211264559147939,2025-08-09 07:12:09,0,7,9,5,0,0,1,0,27969.5,10,-20874.5,0,0,0
TXN_200130,CUST_351,1,0.6778186684509869,0.03822066490527769,2025-08-23 18:12:32,0,18,23,5,1,0,0,0,26747.0,2,-14764.0,0,0,0
TXN_200131,CUST_642,1,0.3054533288725326,0.23234555174094967,2025-08-04 07:44:20,0,7,4,0,0,0,0,1,97140.54545454546,11,-29648.545454545456,0,0,0
TXN_200132,CUST_437,1,0.4463031114084978,0.014758093686546972,2025-08-06 19:22:57,0,19,6,2,0,1,0,0,27560.2,10,-22286.2,0,0,0
TXN_200133,CUST_695,1,0.3636667781866845,0.0801588306609818,2025-08-13 23:29:09,0,23,13,2,0,1,0,0,13317.5,6,10657.5,0,1,0
TXN_200134,CUST_499,0,0.4416192706590833,0.02211615745822821,2025-08-15 23:04:27,1,23,15,4,0,0,1,0,9866.75,4,-2488.75,0,1,0
TXN_200135,CUST_234,1,0.5550351288056206,0.013292775853688397,2025-08-11 10:53:59,0,10,11,0,0,0,0,1,22713.75,8,-17858.75,0,0,0
TXN_200136,CUST_301,1,0.10371361659417865,0.009029715141863574,2025-08-21 04:41:42,0,4,21,3,0,0,0,1,44187.833333333336,6,-40551.833333333336,0,1,0
TXN_200137,CUST_306,1,0.5965205754432921,0.049565512279485836,2025-08-01 08:35:11,0,8,1,4,0,0,0,1,18836.272727272728,11,-3609.272727272728,0,0,0
TXN_200138,CUST_227,1,0.07159585145533623,0.04814565776841046,2025-08-15 03:31:53,0,3,15,4,0,1,0,0,46847.3,10,-32026.300000000003,0,1,0
TXN_200139,CUST_689,1,0.5553696888591502,0.0451660616023114,2025-08-12 03:10:45,0,3,12,1,0,0,1,0,12879.545454545454,11,1089.454545454546,0,1,0
TXN_200140,CUST_603,1,0.6925393108062897,0.029635091445450006,2025-08-11 21:46:10,0,21,11,0,0,0,1,0,16482.166666666668,12,-6954.166666666668,0,0,0
TXN_200141,CUST_712,1,0.3626630980260957,0.18758166567748968,2025-08-16 19:57:21,0,19,16,5,0,0,0,1,14666.375,8,40025.625,0,0,0
TXN_200142,CUST_734,1,0.9220475075276012,0.8732175186685512,2025-08-03 17:38:35,1,17,3,6,0,0,0,1,70872.88888888889,9,179873.11111111112,1,0,0
TXN_200143,CUST_402,1,0.42121110739377715,0.018129373855701302,2025-08-15 08:18:48,0,8,15,4,0,0,0,1,56170.36846153846,13,-49932.36846153846,0,0,0
TXN_200144,CUST_378,1,0.742723318835731,0.01412160718158215,2025-08-18 02:00:09,0,2,18,0,0,0,0,1,5554.75,4,-462.75,0,1,0
TXN_200145,CUST_464,0,0.9859484777517564,0.016608101165263404,2025-08-20 07:01:59,0,7,20,2,0,0,1,0,11250.375,8,-5447.375,0,0,0
TXN_200146,CUST_309,1,0.02776848444295751,0.0426550873684392,2025-08-14 08:33:15,0,8,14,3,0,1,0,0,26082.46153846154,13,-12831.461538461539,0,0,0
TXN_200147,CUST_146,0,0.6784877885580461,0.04494224217199411,2025-08-01 05:31:29,0,5,1,4,0,1,0,0,11214.0,3,2691.0,0,1,0
TXN_200148,CUST_615,1,0.257276681164269,0.7683825958150872,2025-08-05 06:57:18,0,6,5,1,0,1,0,0,53059.0,9,167710.0,0,0,0
TXN_200149,CUST_440,1,0.45433255269320844,0.055779998649389616,2025-08-19 18:02:14,0,18,19,1,0,1,0,0,13939.6,5,3064.3999999999996,0,0,0
TXN_200150,CUST_781,1,0.9882903981264637,0.013586538855979852,2025-08-10 09:44:23,0,9,10,6,0,1,0,0,61965.529411764706,17,-57026.529411764706,0,0,0
TXN_200151,CUST_225,1,0.3556373369019739,0.745871257175205,2025-08-18 03:59:21,0,3,18,0,0,0,0,1,55077.9,10,159254.1,0,1,0
TXN_200152,CUST_382,1,0.9023084643693543,0.04938365899235303,2025-08-06 19:55:40,0,19,6,2,0,1,0,0,25764.375,8,-10589.375,0,0,0
TXN_200153,CUST_507,1,0.4620274339243894,0.0377765232232418,2025-08-16 21:17:00,0,21,16,5,0,0,1,0,34930.166666666664,6,-23074.166666666664,0,0,0
TXN_200154,CUST_139,1,0.622281699565072,0.031026968527735718,2025-08-05 07:40:06,0,7,5,1,0,1,0,0,30341.85714285714,7,-20415.85714285714,0,0,0
TXN_200155,CUST_327,1,0.28471060555369687,0.019692612689323694,2025-08-02 12:04:53,0,12,2,5,1,0,0,0,32003.0,13,-25318.0,0,0,0
TXN_200156,CUST_650,1,0.4021411843425895,0.04799877626726473,2025-08-08 05:45:30,0,5,8,4,0,0,0,1,54336.11111111111,9,-39557.11111111111,0,1,0
TXN_200157,CUST_398,1,0.767480762796922,0.03253774968237749,2025-08-21 06:59:58,0,6,21,3,0,1,0,0,24942.0,6,-14584.0,0,0,0
TXN_200158,CUST_692,1,0.744396119103379,0.055160998037418335,2025-08-03 00:13:20,0,0,3,6,0,1,0,0,9568.666666666666,3,7258.333333333334,0,1,0
TXN_200159,CUST_393,1,0.2348611575777852,0.019437318651618025,2025-08-11 15:05:01,0,15,11,0,0,0,0,1,73083.0,8,-66471.0,0,0,0
TXN_200160,CUST_316,1,0.2612914018066243,0.026620523493363874,2025-08-15 09:32:05,0,9,15,4,0,1,0,0,47454.857142857145,7,-38788.857142857145,0,0,0
TXN_200161,CUST_165,1,0.6182669789227166,0.03340504997485703,2025-08-05 21:14:49,0,21,5,1,0,0,0,1,11534.2,5,-928.2000000000007,0,0,0
TXN_200162,CUST_260,1,0.08531281365005018,0.024508227619744354,2025-08-10 20:12:20,0,20,10,6,0,1,0,0,58493.75,8,-50431.75,0,0,0
TXN_200163,CUST_299,1,0.2813650050184008,0.012635306277131327,2025-08-20 03:01:47,0,3,20,2,0,0,1,0,23977.5,6,-19310.5,0,1,0
